Film,Developer,Dilution,ISO,35MM,120,Sheet,Temp,Notes
Adox CMS 20 II,HC-110,G,20,16:30,16:30,16:30,20C,<a href="devchart.php?devrow=16962">[notes]</a>
Adox CMS 20 II,ID-11,stock,20,8,8,8,20C,<a href="devchart.php?devrow=17361">[notes]</a>
Adox CMS 20 II,ID-11,1+3,20,10:30,10:30,10:30,21C,
Adox CMS 20 II,Ilfosol 3,1+14,20,6,6,6,20C,
Adox CMS 20 II,Perceptol,stock,20,10,10,10,23C,<a href="devchart.php?devrow=8639">[notes]</a>
Adox CMS 20 II,PMK,1+2+100,12,10,10,10,20C,<a href="devchart.php?devrow=5474">[notes]</a>
Adox CMS 20 II,POTA,stock,12,6:30,6:30,6:30,24C,<a href="devchart.php?devrow=17174">[notes]</a>
Adox CMS 20 II,Rodinal,1+200,10,14-15,14-15,14-15,20C,<a href="devchart.php?devrow=8164">[notes]</a>
Adox CMS 20 II,Rodinal,1+100,20,18,18,18,20C,<a href="devchart.php?devrow=5479">[notes]</a>
Adox CMS 20 II,Rollei Supergrain,1+14,12,10,10,10,20C,
Adox CMS 20 II,Rollei Supergrain,1+24,12,11:30,11:30,11:30,23C,
Adox CMS 20 II,Romek PQ9,1+53,25,33,33,33,20C,<a href="devchart.php?devrow=12297">[notes]</a>
Adox CMS 20 II,Spur Nanospeed,1+24,20,5:30,5:30,5:30,20C,<a href="devchart.php?devrow=8667">[notes]</a>
Adox CMS 20 II,Spur Nanotech UR,1+14,8,9,9,9,20C,<a href="devchart.php?devrow=14222">[notes]</a>
Adox CMS 20 II,Spur Nanotech UR,1+20,12,12,12,12,20C,<a href="devchart.php?devrow=14223">[notes]</a>
Adox CMS 20 II,Spur Nanotech UR,1+24,20,8:30,8:30,8:30,24C,<a href="devchart.php?devrow=14224">[notes]</a>
Adox CMS 20 II,Spur Nanotech UR,1+20,25,10,10,10,28C,<a href="devchart.php?devrow=14225">[notes]</a>
Adox CMS 20 II,Spur Nanotech UR,1+20,32,15,15,15,30C,<a href="devchart.php?devrow=14226">[notes]</a>
Adox CMS 20 II,Spur Nanotech UR,1+14,40,15,15,15,30C,<a href="devchart.php?devrow=14227">[notes]</a>
Adox CMS 20 II,TMax Dev,1+4,20,5:30,5:30,5:30,22C,<a href="devchart.php?devrow=8579">[notes]</a>
Adox CMS 20 II,XT-3,stock,20,6:30,6:30,6:30,20C,
Adox CMS 20 II,Xtol,stock,20,6:30,6:30,6:30,20C,
Adox HR-50,510-Pyro,1+150,25,8:45,,,20C,<a href="devchart.php?devrow=17887">[notes]</a>
Adox HR-50,510-Pyro,1+100,50,8:30,,,22C,
Adox HR-50,Adox HR-DEV,1+49,40,12,,,20C,<a href="devchart.php?devrow=13845">[notes]</a>
Adox HR-50,Adox HR-DEV,1+49,50,11,,,22C,<a href="devchart.php?devrow=13696">[notes]</a>
Adox HR-50,Adox HR-DEV,1+49,50,13,,,24C,<a href="devchart.php?devrow=13846">[notes]</a>
Adox HR-50,Adox HR-DEV,1+49,80,13,,,22C,<a href="devchart.php?devrow=13697">[notes]</a>
Adox HR-50,Atomal 49,stock,50,8:30,,,20C,
Adox HR-50,Eco Pro,1+1,50,9:30,,,20C,
Adox HR-50,FX-39,1+9,50,7:15,,,20C,
Adox HR-50,HC-110,H,50,9,,,20C,<a href="devchart.php?devrow=14800">[notes]</a>
Adox HR-50,Ilfotec DD-X,1+4,50,7:30,,,20C,
Adox HR-50,Ilfotec HC,1+31,50,4,,,20C,
Adox HR-50,Rodinal,1+25,50,5,,,20C,<a href="devchart.php?devrow=16596">[notes]</a>
Adox HR-50,Spur TRX 2000,1+49,40,12,,,20C,<a href="devchart.php?devrow=17729">[notes]</a>
Adox HR-50,Spur TRX 2000,1+49,50,11,,,22C,<a href="devchart.php?devrow=17779">[notes]</a>
Adox HR-50,Spur TRX 2000,1+49,50,13,,,24C,<a href="devchart.php?devrow=17728">[notes]</a>
Adox HR-50,Spur TRX 2000,1+49,80,13,,,22C,<a href="devchart.php?devrow=17778">[notes]</a>
Adox HR-50,XT-3,1+1,50,9:30,,,20C,
Adox HR-50,Xtol,1+1,50,9:30,,,20C,
Adox IR-HR Pro,Rodinal,1+25,25,8,,,20C,
Adox ORT 25,D-76,stock,25,6,6,6,20C,
Adox ORT 25,Eco Pro,stock,25,6,6,6,20C,
Adox ORT 25,Finol,1+1+150,20,12:30,12:30,12:30,24C,
Adox ORT 25,HC-110,B,25,3,3,3,25C,<a href="devchart.php?devrow=7722">[notes]</a>
Adox ORT 25,ID-11,stock,25,6,6,6,20C,
Adox ORT 25,Rodinal,1+25,25,4,4,4,20C,
Adox ORT 25,Rodinal,1+50,25,5-6,5-6,5-6,20C,
Adox ORT 25,Rodinal,1+50,25,10,10,10,21C,
Adox ORT 25,Rollei RLS Low Speed,1+4,25,12,12,12,24C,
Adox ORT 25,Silberra Ascorol,1+29,25,6,6,6,20C,
Adox ORT 25,TMax Dev,1+4,25,9,9,9,20C,<a href="devchart.php?devrow=8154">[notes]</a>
Adox ORT 25,XT-3,stock,25,6,6,6,20C,
Adox ORT 25,Xtol,stock,25,6,6,6,20C,
Adox Pan 25,Acufine,stock,25,4,4,4,20C,
Adox Pan 25,D-76,stock,25,5,5,5,20C,
Adox Pan 25,Eco Pro,stock,25,6:30,6:30,6:30,20C,
Adox Pan 25,FX-39,1+14,25,6,6,6,20C,
Adox Pan 25,HC-110,B,25,5:30,5:30,5:30,20C,<a href="devchart.php?devrow=11100">[notes]</a>
Adox Pan 25,HC-110,F,25,13:30,13:30,13:30,20C,<a href="devchart.php?devrow=6460">[notes]</a>
Adox Pan 25,ID-11,stock,25,5,5,5,20C,
Adox Pan 25,Neofin Blue,stock,25,12,12,12,20C,<a href="devchart.php?devrow=6471">[notes]</a>
Adox Pan 25,Perceptol,1+1,25,10,10,10,20C,<a href="devchart.php?devrow=8587">[notes]</a>
Adox Pan 25,Rodinal,1+25,25,6,6,6,20C,
Adox Pan 25,Rodinal,1+50,25,11,11,11,20C,
Adox Pan 25,Rodinal,1+100,25,20,20,20,20C,<a href="devchart.php?devrow=6462">[notes]</a>
Adox Pan 25,Rollei RLS Low Speed,1+4,25,10,10,10,24C,
Adox Pan 25,Silberra Ascorol,1+29,25,5,5,5,20C,
Adox Pan 25,Windisch,stock,25,5,5,5,20C,<a href="devchart.php?devrow=8588">[notes]</a>
Adox Pan 25,XT-3,stock,25,6:30,6:30,6:30,20C,
Adox Pan 25,Xtol,stock,25,6:30,6:30,6:30,20C,
Adox Scala 50,D-19,1+1,50,14,,,20C,<a href="devchart.php?devrow=16635">[notes]</a>
Adox Scala 50,D-19,1+1,100,17,,,20C,<a href="devchart.php?devrow=16636">[notes]</a>
Adox Silvermax,510-Pyro,1+100,50,15:15,,,20C,<a href="devchart.php?devrow=16772">[notes]</a>
Adox Silvermax,Acufine,stock,80,3:30,,,24C,
Adox Silvermax,Acurol-N,1+50,50,10,,,20C,<a href="devchart.php?devrow=9638">[notes]</a>
Adox Silvermax,Adox HR-DEV,1+30,200,15,,,20C,<a href="devchart.php?devrow=13797">[notes]</a>
Adox Silvermax,ADX II,1+24,100,10,,,20C,
Adox Silvermax,Atomal 49,stock,100,8-10,,,20C,
Adox Silvermax,Atomal 49,1+1,100,12,,,22C,
Adox Silvermax,Bellini DF2 Duo Step,stock,80,4+4,,,21C,
Adox Silvermax,Bellini DF2 Duo Step,stock,100,4+4,,,20C,
Adox Silvermax,Caffenol Concoction,stock,100,15,,,20C,
Adox Silvermax,D-76,stock,100,9,,,20C,
Adox Silvermax,D-76,1+1,100,11,,,20C,
Adox Silvermax,Diafine,stock,80,4+4,,,21C,
Adox Silvermax,Diafine,stock,100,4+4,,,20C,
Adox Silvermax,Eco Pro,stock,100,7,,,20C,
Adox Silvermax,FX-39,1+9,100,8,,,20C,
Adox Silvermax,HC-110,B,100,7,,,20C,<a href="devchart.php?devrow=9565">[notes]</a>
Adox Silvermax,HC-110,B,200,12,,,21C,<a href="devchart.php?devrow=16597">[notes]</a>
Adox Silvermax,ID-11,stock,100,9,,,20C,
Adox Silvermax,ID-11,1+1,100,11,,,20C,
Adox Silvermax,Ilfosol 3,1+14,100,8:45,,,20C,
Adox Silvermax,Microphen,stock,100,9,,,20C,
Adox Silvermax,Neofin Blue,1+5,100,12,,,20C,
Adox Silvermax,Neofin Blue,1+9,100,20,,,20C,
Adox Silvermax,Paranol S,1+25,100,13,,,20C,
Adox Silvermax,Paranol S,1+50,100,30,,,20C,
Adox Silvermax,Parvofin,stock,100,6:15,,,20C,
Adox Silvermax,Pyrocat,1+1+100,160,18,,,24C,<a href="devchart.php?devrow=15727">[notes]</a>
Adox Silvermax,Rodinal,1+50,50,17,,,25C,
Adox Silvermax,Rodinal,1+50,80,14,,,21C,<a href="devchart.php?devrow=9774">[notes]</a>
Adox Silvermax,Rodinal,1+25,100,8,,,20C,
Adox Silvermax,Rodinal,1+50,100,12,,,20C,
Adox Silvermax,Rodinal,1+100,100,70,,,19C,<a href="devchart.php?devrow=10475">[notes]</a>
Adox Silvermax,Rodinal,1+100,100,18,,,21C,<a href="devchart.php?devrow=9775">[notes]</a>
Adox Silvermax,Romek PQ9,1+9,100,10,,,20C,<a href="devchart.php?devrow=12298">[notes]</a>
Adox Silvermax,Silberra Ascorol,1+29,100,9,,,20C,
Adox Silvermax,Silvermax,1+19,50,9,,,20C,
Adox Silvermax,Silvermax,1+56,50,20,,,20C,
Adox Silvermax,Silvermax,1+56,80,24,,,20C,<a href="devchart.php?devrow=12276">[notes]</a>
Adox Silvermax,Silvermax,1+100,80,70,,,20C,<a href="devchart.php?devrow=10476">[notes]</a>
Adox Silvermax,Silvermax,1+29,100,11,,,20C,
Adox Silvermax,Silvermax,1+56,160,24,,,20C,<a href="devchart.php?devrow=12277">[notes]</a>
Adox Silvermax,Silvermax,1+29,400,14,,,20C,
Adox Silvermax,Spur HRX,1+20,50,10,,,20C,
Adox Silvermax,Spur SLD,1+20,100,11,,,20C,<a href="devchart.php?devrow=14048">[notes]</a>
Adox Silvermax,Spur SLD,1+9,200,13,,,24C,<a href="devchart.php?devrow=14107">[notes]</a>
Adox Silvermax,Spur Speed-Major,1+24,100,10,,,20C,<a href="devchart.php?devrow=14242">[notes]</a>
Adox Silvermax,Spur Speed-Major,1+30,100,9,,,20C,<a href="devchart.php?devrow=14241">[notes]</a>
Adox Silvermax,Spur Speed-Major,1+14,200,13,,,20C,
Adox Silvermax,Spur Speed-Major,1+9,320,15,,,20C,
Adox Silvermax,Spur TRX 2000,1+30,200,15,,,20C,<a href="devchart.php?devrow=17777">[notes]</a>
Adox Silvermax,Spur UFP,1+30,40,8,,,20C,
Adox Silvermax,TMax Dev,1+4,100,6,,,20C,
Adox Silvermax,TMax Dev,1+7,100,8:30,,,20C,
Adox Silvermax,Ultrafin T-Plus,1+4,100,8:45,,,20C,
Adox Silvermax,XT-3,stock,100,7,,,20C,
Adox Silvermax,Xtol,stock,100,7,,,20C,
AgfaPhoto APX 100,510-Pyro,1+100,100,15,,,20C,<a href="devchart.php?devrow=16779">[notes]</a>
AgfaPhoto APX 100,510-Pyro,1+100,100,11:45,,,20C,
AgfaPhoto APX 100,510-Pyro,1+300,100,20,,,20C,<a href="devchart.php?devrow=11580">[notes]</a>
AgfaPhoto APX 100,510-Pyro,1+100,200,15,,,21C,
AgfaPhoto APX 100,Acurol-N,1+70,64,10,,,20C,<a href="devchart.php?devrow=10594">[notes]</a>
AgfaPhoto APX 100,Acurol-N,1+70,100,11,,,20C,<a href="devchart.php?devrow=14228">[notes]</a>
AgfaPhoto APX 100,Adox HR-DEV,1+35,160,10,,,20C,<a href="devchart.php?devrow=13798">[notes]</a>
AgfaPhoto APX 100,ADX II,1+24,100,6,,,20C,
AgfaPhoto APX 100,Ars-Imago FD,1+59,50,4:30,,,20C,
AgfaPhoto APX 100,Ars-Imago FD,1+59,100,5:30,,,20C,
AgfaPhoto APX 100,Ars-Imago FD,1+59,200,8,,,20C,
AgfaPhoto APX 100,Ars-Imago FE,1+1,50,6:30,,,20C,
AgfaPhoto APX 100,Ars-Imago FE,1+1,100,8,,,20C,
AgfaPhoto APX 100,Atomal 49,stock,100,9:30,,,20C,
AgfaPhoto APX 100,Atomal 49,1+2,100,22,,,20C,
AgfaPhoto APX 100,Bellini Hydrofen,1+15,100,4,4,,20C,
AgfaPhoto APX 100,Bellini Hydrofen,1+31,100,7:45,7:45,,20C,
AgfaPhoto APX 100,Bellini Hydrofen,1+28,400,17,,,20C,
AgfaPhoto APX 100,Caffenol C,stock,100,10,,,18C,
AgfaPhoto APX 100,Caffenol C-L,stock,100,70,,,20C,<a href="devchart.php?devrow=17173">[notes]</a>
AgfaPhoto APX 100,Caffenol C-M (rs),stock,100,10,,,20C,
AgfaPhoto APX 100,D-76,stock,50,7,,,20C,
AgfaPhoto APX 100,D-76,1+1,50,8:30,,,20C,
AgfaPhoto APX 100,D-76,1+3,50,17:30,,,20C,
AgfaPhoto APX 100,D-76,stock,100,9,,,20C,
AgfaPhoto APX 100,D-76,1+1,100,11:30,,,20C,
AgfaPhoto APX 100,D-76,1+3,100,21,,,20C,
AgfaPhoto APX 100,D-76,stock,200,11,,,20C,
AgfaPhoto APX 100,D-76,1+1,200,15:30,,,20C,
AgfaPhoto APX 100,Eco Pro,stock,50,6:30,,,20C,
AgfaPhoto APX 100,Eco Pro,1+1,50,8:30,,,20C,
AgfaPhoto APX 100,Eco Pro,stock,100,8,,,20C,
AgfaPhoto APX 100,Eco Pro,1+1,100,10,,,20C,
AgfaPhoto APX 100,Fomadon R09,1+100,100,64,,,20C,<a href="devchart.php?devrow=12550">[notes]</a>
AgfaPhoto APX 100,FX-2,1+1+8,64,10,,,20C,<a href="devchart.php?devrow=10952">[notes]</a>
AgfaPhoto APX 100,FX-39,1+9,100,8,,,20C,
AgfaPhoto APX 100,FX-55,1+9,100,9,,,20C,
AgfaPhoto APX 100,HC-110,B,100,7:30,,,20C,<a href="devchart.php?devrow=17203">[notes]</a>
AgfaPhoto APX 100,HC-110,B,200,10,,,20C,<a href="devchart.php?devrow=13900">[notes]</a>
AgfaPhoto APX 100,HC-110,B,400,15,,,20C,<a href="devchart.php?devrow=11086">[notes]</a>
AgfaPhoto APX 100,HC-110,B,800,30,,,20C,<a href="devchart.php?devrow=11087">[notes]</a>
AgfaPhoto APX 100,ID-11,stock,50,7,,,20C,
AgfaPhoto APX 100,ID-11,1+1,50,8:30,,,20C,
AgfaPhoto APX 100,ID-11,1+3,50,17:30,,,20C,
AgfaPhoto APX 100,ID-11,stock,100,9,,,20C,
AgfaPhoto APX 100,ID-11,1+1,100,11:30,,,20C,
AgfaPhoto APX 100,ID-11,1+3,100,21,,,20C,
AgfaPhoto APX 100,ID-11,stock,200,11,,,20C,
AgfaPhoto APX 100,ID-11,1+1,200,15:30,,,20C,
AgfaPhoto APX 100,Ilfosol 3,1+9,100,5:30,,,20C,
AgfaPhoto APX 100,Ilfosol 3,1+14,100,7:45,,,20C,
AgfaPhoto APX 100,Ilfotec DD,1+4,50,7:30,,,24C,
AgfaPhoto APX 100,Ilfotec DD,1+4,100,9,,,24C,
AgfaPhoto APX 100,Ilfotec DD,1+4,200,12,,,24C,
AgfaPhoto APX 100,Ilfotec DD-X,1+4,50,8:30,,,20C,
AgfaPhoto APX 100,Ilfotec DD-X,1+4,100,10:30,,,20C,
AgfaPhoto APX 100,Ilfotec DD-X,1+4,200,12:30,,,20C,
AgfaPhoto APX 100,Ilfotec HC,1+31,50,5,,,20C,
AgfaPhoto APX 100,Ilfotec HC,1+15,100,4,,,20C,
AgfaPhoto APX 100,Ilfotec HC,1+31,100,6:30,,,20C,
AgfaPhoto APX 100,Ilfotec HC,1+15,200,5,,,20C,
AgfaPhoto APX 100,Ilfotec HC,1+31,200,8,,,20C,
AgfaPhoto APX 100,Ilfotec LC29,1+19,50,5:30,,,20C,
AgfaPhoto APX 100,Ilfotec LC29,1+29,50,7:30,,,20C,
AgfaPhoto APX 100,Ilfotec LC29,1+9,100,4,,,20C,
AgfaPhoto APX 100,Ilfotec LC29,1+19,100,7,,,20C,
AgfaPhoto APX 100,Ilfotec LC29,1+29,100,11,,,20C,
AgfaPhoto APX 100,Ilfotec LC29,1+9,200,5,,,20C,
AgfaPhoto APX 100,Ilfotec LC29,1+19,200,8,,,20C,
AgfaPhoto APX 100,Microphen,stock,100,8:30,,,20C,
AgfaPhoto APX 100,Microphen,1+1,100,10:30,,,20C,
AgfaPhoto APX 100,Microphen,1+3,100,14:30,,,20C,
AgfaPhoto APX 100,Microphen,stock,200,9,,,20C,
AgfaPhoto APX 100,Microphen,1+1,200,14,,,20C,
AgfaPhoto APX 100,Mikratol-2,1+50,100,18,,,20C,<a href="devchart.php?devrow=12338">[notes]</a>
AgfaPhoto APX 100,Neofin Blue,1+5,100,10,,,20C,
AgfaPhoto APX 100,Neofin Blue,1+9,100,15,,,20C,
AgfaPhoto APX 100,Paranol S,1+25,100,11,,,20C,
AgfaPhoto APX 100,Paranol S,1+50,100,22,,,20C,
AgfaPhoto APX 100,Paranol S,1+50,100,55,,,20C,<a href="devchart.php?devrow=17204">[notes]</a>
AgfaPhoto APX 100,Parvofin,stock,100,5:30,,,20C,
AgfaPhoto APX 100,Perceptol,stock,50,9:30,,,20C,
AgfaPhoto APX 100,Perceptol,1+1,50,13:30,,,20C,
AgfaPhoto APX 100,Perceptol,stock,100,12:30,,,20C,
AgfaPhoto APX 100,Perceptol,1+1,100,15:30,,,20C,
AgfaPhoto APX 100,PQ Universal,1+19,100,3:30,,,20C,
AgfaPhoto APX 100,PQ Universal,1+29,100,4:30,,,20C,<a href="devchart.php?devrow=14658">[notes]</a>
AgfaPhoto APX 100,Rodinal,1+75,24,16,,,20C,
AgfaPhoto APX 100,Rodinal,1+25,100,5:30,,,20C,
AgfaPhoto APX 100,Rodinal,1+50,100,10,,,20C,
AgfaPhoto APX 100,Rodinal,1+100,160,90,,,20C,<a href="devchart.php?devrow=16964">[notes]</a>
AgfaPhoto APX 100,Rodinal,1+100,400,120,,,20C,<a href="devchart.php?devrow=13898">[notes]</a>
AgfaPhoto APX 100,Rollei Supergrain,1+15,125,7,,,20C,
AgfaPhoto APX 100,Silberra Ascorol,1+29,100,9,,,20C,
AgfaPhoto APX 100,Silberra Microl,stock,800,18,,,20C,
AgfaPhoto APX 100,Spur HRX,1+20,64,10,,,20C,
AgfaPhoto APX 100,Spur SLD,1+24,200,8:30,,,20C,<a href="devchart.php?devrow=14049">[notes]</a>
AgfaPhoto APX 100,Spur SLD,1+7,400,14,,,24C,<a href="devchart.php?devrow=14108">[notes]</a>
AgfaPhoto APX 100,Spur Speed-Major,1+35,200,8:30,,,20C,<a href="devchart.php?devrow=14252">[notes]</a>
AgfaPhoto APX 100,Spur Speed-Major,1+24,400,11,,,20C,<a href="devchart.php?devrow=14253">[notes]</a>
AgfaPhoto APX 100,Spur Speed-Major,1+14,640,12,,,20C,<a href="devchart.php?devrow=14254">[notes]</a>
AgfaPhoto APX 100,Spur Speed-Major,1+9,1000,13,,,20C,
AgfaPhoto APX 100,Spur TRX 2000,1+35,160,10,,,20C,<a href="devchart.php?devrow=17776">[notes]</a>
AgfaPhoto APX 100,Spur UFP,1+30,80,8,,,20C,
AgfaPhoto APX 100,Studional,1+30,100,9,,,20C,
AgfaPhoto APX 100,TMax Dev,1+4,100,6:30-8,,,20C,
AgfaPhoto APX 100,TMax Dev,1+4,200,8:30,,,20C,
AgfaPhoto APX 100,Uncle Mort&#039;s,1+9,100,6,,,20C,
AgfaPhoto APX 100,XT-3,stock,50,6:30,,,20C,
AgfaPhoto APX 100,XT-3,1+1,50,8:30,,,20C,
AgfaPhoto APX 100,XT-3,stock,100,8,,,20C,
AgfaPhoto APX 100,XT-3,1+1,100,10,,,20C,
AgfaPhoto APX 100,Xtol,stock,50,6:30,,,20C,
AgfaPhoto APX 100,Xtol,1+1,50,8:30,,,20C,
AgfaPhoto APX 100,Xtol,stock,100,8,,,20C,
AgfaPhoto APX 100,Xtol,1+1,100,10,,,20C,
AgfaPhoto APX 400,510-Pyro,1+100,400,20:30,,,20C,<a href="devchart.php?devrow=16791">[notes]</a>
AgfaPhoto APX 400,510-Pyro,1+100,400,11,,,20C,
AgfaPhoto APX 400,510-Pyro,1+100,1600,25,,,20C,
AgfaPhoto APX 400,Acurol-N,1+50,200,11:30,,,20C,<a href="devchart.php?devrow=10651">[notes]</a>
AgfaPhoto APX 400,Acurol-N,1+50,320,12,,,20C,<a href="devchart.php?devrow=14229">[notes]</a>
AgfaPhoto APX 400,Adox HR-DEV,1+24,400,13:30,,,20C,<a href="devchart.php?devrow=13799">[notes]</a>
AgfaPhoto APX 400,ADX II,1+24,500,10:30,,,20C,
AgfaPhoto APX 400,Amaloco AM74,1+9,400,6,,,20C,<a href="devchart.php?devrow=12299">[notes]</a>
AgfaPhoto APX 400,Ars-Imago FD,1+39,400,6:30,,,20C,<a href="devchart.php?devrow=11305">[notes]</a>
AgfaPhoto APX 400,Ars-Imago FE,1+1,400,8:30,,,20C,
AgfaPhoto APX 400,Ars-Imago FE,1+1,800,10,,,20C,
AgfaPhoto APX 400,Atomal 49,1+2,320,25,,,20C,
AgfaPhoto APX 400,Atomal 49,stock,400,10:30,,,20C,
AgfaPhoto APX 400,Bellini Hydrofen,1+15,400,5,,,20C,
AgfaPhoto APX 400,Bellini Hydrofen,1+39,400,9:30,,,20C,
AgfaPhoto APX 400,D-23,stock,400,9,,,20C,
AgfaPhoto APX 400,D-23,1+1,400,15,,,20C,
AgfaPhoto APX 400,D-76,stock,400,9:30,,,20C,
AgfaPhoto APX 400,D-76,1+1,400,14,,,20C,
AgfaPhoto APX 400,D-76,1+3,400,28,,,20C,
AgfaPhoto APX 400,D-76,stock,800,12:30,,,20C,
AgfaPhoto APX 400,D-76,1+1,800,17,,,20C,
AgfaPhoto APX 400,D-96,stock,400,9:30,,,20C,
AgfaPhoto APX 400,Dektol,1+5,400,12,,,24C,
AgfaPhoto APX 400,DK-50,stock,320,5,,,20C,
AgfaPhoto APX 400,Eco Pro,stock,400,9,,,20C,
AgfaPhoto APX 400,Eco Pro,1+1,400,12,,,20C,
AgfaPhoto APX 400,Eco Pro,1+3,400,18:30,,,20C,
AgfaPhoto APX 400,Eco Pro,stock,800,10:30,,,20C,
AgfaPhoto APX 400,Eco Pro,1+1,800,14:30,,,20C,
AgfaPhoto APX 400,Eco Pro,stock,1600,13,,,20C,
AgfaPhoto APX 400,Eco Pro,1+1,1600,18,,,20C,
AgfaPhoto APX 400,Eco Pro,stock,3200,17:30,,,20C,
AgfaPhoto APX 400,FD10,1+9,400,12,,,20C,
AgfaPhoto APX 400,FD10,1+9,400,8,,,20C,<a href="devchart.php?devrow=14802">[notes]</a>
AgfaPhoto APX 400,FX-39,1+9,400,11,,,20C,
AgfaPhoto APX 400,FX-39,1+19,400,37,,,20C,<a href="devchart.php?devrow=13897">[notes]</a>
AgfaPhoto APX 400,HC-110,B,400,8,,,20C,<a href="devchart.php?devrow=14803">[notes]</a>
AgfaPhoto APX 400,HC-110,F,400,16,,,20C,<a href="devchart.php?devrow=10659">[notes]</a>
AgfaPhoto APX 400,HC-110,B,800,11:30,,,20C,
AgfaPhoto APX 400,HC-110,B,1600,12,,,20C,<a href="devchart.php?devrow=15506">[notes]</a>
AgfaPhoto APX 400,ID-11,stock,400,9:30,,,20C,
AgfaPhoto APX 400,ID-11,1+1,400,16:30,,,20C,
AgfaPhoto APX 400,ID-11,1+3,400,25:30,,,20C,
AgfaPhoto APX 400,ID-11,stock,800,13,,,20C,
AgfaPhoto APX 400,ID-11,1+1,800,20:30,,,20C,
AgfaPhoto APX 400,Ilfosol 3,1+9,400,6:45,,,20C,
AgfaPhoto APX 400,Ilfosol 3,1+14,400,11,,,20C,
AgfaPhoto APX 400,Ilfosol 3,1+9,800,10:30,,,20C,
AgfaPhoto APX 400,Ilfotec DD,1+4,400,9,,,24C,
AgfaPhoto APX 400,Ilfotec DD,1+4,800,13,,,24C,
AgfaPhoto APX 400,Ilfotec DD-X,1+4,400,11:30,,,20C,
AgfaPhoto APX 400,Ilfotec DD-X,1+4,800,13,,,20C,
AgfaPhoto APX 400,Ilfotec HC,1+15,400,4:30,,,20C,
AgfaPhoto APX 400,Ilfotec HC,1+31,400,8,,,20C,
AgfaPhoto APX 400,Ilfotec HC,1+15,800,6:30,,,20C,
AgfaPhoto APX 400,Ilfotec HC,1+31,800,12:30,,,20C,
AgfaPhoto APX 400,Ilfotec LC29,1+29,200,9,,,20C,
AgfaPhoto APX 400,Ilfotec LC29,1+19,250,8,,,20C,
AgfaPhoto APX 400,Ilfotec LC29,1+9,400,4:30,,,20C,
AgfaPhoto APX 400,Ilfotec LC29,1+19,400,8,,,20C,
AgfaPhoto APX 400,Ilfotec LC29,1+29,400,11,,,20C,
AgfaPhoto APX 400,Ilfotec LC29,1+9,800,6:30,,,20C,
AgfaPhoto APX 400,Ilfotec LC29,1+19,800,12:30,,,20C,
AgfaPhoto APX 400,Microphen,1+3,200,9,,,20C,
AgfaPhoto APX 400,Microphen,stock,400,8,,,20C,
AgfaPhoto APX 400,Microphen,1+1,400,15,,,20C,
AgfaPhoto APX 400,Microphen,stock,800,10,,,20C,
AgfaPhoto APX 400,Microphen,1+1,800,19,,,20C,
AgfaPhoto APX 400,Microphen,stock,1600,17,,,20C,
AgfaPhoto APX 400,Perceptol,1+1,320,23,,,20C,
AgfaPhoto APX 400,PMK,1+2+100,400,13,,,20C,<a href="devchart.php?devrow=10694">[notes]</a>
AgfaPhoto APX 400,Rodinal,1+50,320,21,,,20C,
AgfaPhoto APX 400,Rodinal,1+25,400,11:30,,,20C,
AgfaPhoto APX 400,Rodinal,1+50,400,21,,,20C,
AgfaPhoto APX 400,Rodinal,1+25,800,19,,,20C,
AgfaPhoto APX 400,Rodinal,1+50,800,31:30,,,20C,
AgfaPhoto APX 400,Rodinal,1+25,1600,30,,,20C,<a href="devchart.php?devrow=11557">[notes]</a>
AgfaPhoto APX 400,Rodinal,1+25,1600,25,,,20C,
AgfaPhoto APX 400,Rollei Supergrain,1+9,400,6,,,20C,
AgfaPhoto APX 400,Spur HRX,1+17,320,15,,,20C,
AgfaPhoto APX 400,Spur SLD,1+14,400,15,,,20C,<a href="devchart.php?devrow=14050">[notes]</a>
AgfaPhoto APX 400,Spur SLD,1+7,800,12,,,24C,<a href="devchart.php?devrow=14109">[notes]</a>
AgfaPhoto APX 400,Spur Speed-Major,1+24,400,9,,,20C,<a href="devchart.php?devrow=14264">[notes]</a>
AgfaPhoto APX 400,Spur Speed-Major,1+20,500,11,,,20C,<a href="devchart.php?devrow=14265">[notes]</a>
AgfaPhoto APX 400,Spur Speed-Major,1+11,800,11,,,20C,<a href="devchart.php?devrow=14266">[notes]</a>
AgfaPhoto APX 400,Spur Speed-Major,1+9,1000,13,,,20C,
AgfaPhoto APX 400,Spur Speed-Major,1+7,1600,15,,,20C,
AgfaPhoto APX 400,Spur TRX 2000,1+24,400,13:30,,,20C,<a href="devchart.php?devrow=17775">[notes]</a>
AgfaPhoto APX 400,Spur UFP,1+20,400,11:30,,,20C,
AgfaPhoto APX 400,Studional,1+30,400,8,,,20C,
AgfaPhoto APX 400,TMax Dev,1+4,400,5:30,,,20C,
AgfaPhoto APX 400,TMax Dev,1+9,400,10,,,20C,
AgfaPhoto APX 400,TMax Dev,1+9,1600,18,,,20C,<a href="devchart.php?devrow=10701">[notes]</a>
AgfaPhoto APX 400,TMax RS,stock,400,6:30,,,20C,
AgfaPhoto APX 400,Uncle Mort&#039;s,1+9,400,10,,,20C,
AgfaPhoto APX 400,Wehner Developer,1+1+18,400,19:45,,,20C,<a href="devchart.php?devrow=17367">[notes]</a>
